production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score,opening_gross,screens
50000000,80583311,2007,2.35,131,1344,50000000,6.2,13051650,3003
50000000,27100030,1999,1.85,95,14706,50000000,5.9,9673080,2164
50000000,42598498,2003,2.35,98,3357,50000000,6.5,11511960,2876
50000000,66961644,2015,2.35,114,16992,50000000,6.6,11012305,3171
50000000,26199517,2002,2.35,110,18635,50000000,6.4,7312413,2525
50000000,53850527,2009,2.35,118,7654,50000000,6.5,10702613,2364
50000000,25426861,1996,2.35,101,15935,50000000,5.7,8912557,2312
50000000,34806726,2004,2.35,119,15757,50000000,7.3,113085,2
50000000,26121638,2011,2.35,102,45202,49900000,5.6,9360020,2769
50000000,41642166,2011,2.35,84,8018,55000000,6,8129355,2661
50000000,42002029,2009,1.85,95,29926,50000000,5.8,11203761,2502
50000000,28920188,2003,2.35,130,32637,50000000,7.5,7117225,2002
50000000,60282876,2013,2.35,124,3580,60000000,6.2,7582595,2950
50000000,41982227,2005,2.35,110,25049,50000000,5.8,7057854,2789
50000000,56077088,2007,1.85,96,17211,25000000,7.7,547092,15
50000000,14271297,1999,2.35,158,144,390000000,6.4,6360968,2147
50000000,26097497,2010,2.35,108,10191,22000000,6.8,651802,46
50000000,41042583,2011,1.85,104,16481,50000000,5.5,5187625,2290
50000000,10561038,1997,2.35,115,2606,50000000,6.2,4649742,2194
50000000,22969202,2005,2.35,127,5702,50000000,6,4670120,2223
50000000,12335036,2009,2.35,96,1385,18000000,3.7,4721110,1136
50000000,8374062,2002,1.85,109,52885,55000000,6.4,4266463,2164
50000000,6626115,2004,2.35,88,11972,50000000,4.9,3336374,2304
50000000,6291602,2000,1.85,87,3954,50000000,5.6,3008746,2248
50000000,3434330,2015,2.35,137,27666,50000000,6.4,621812,510
49000000,43905746,2001,2.35,85,32831,49000000,5.9,19112404,2894
49000000,105002056,2015,2.35,120,23051,49000000,6.9,13346782,3201
49000000,71004627,2012,2.35,129,2035,53172536.85,6.6,320690,16
48000000,208300000,2000,1.85,190,1418,48000000,7.6,15517549,1510
48000000,196308367,2002,2.35,112,18141,48000000,6.8,30056751,3053
48000000,327656424,2014,2.35,115,16967,48000000,6,39201657,3594
48000000,124304264,1999,2.35,113,4660,48000000,6.8,14600719,2427
48000000,151463090,1999,2.35,118,29748,48000000,6.7,16712020,2587
48000000,107752036,1999,2.35,114,3743,48000000,7.1,15847636,2942
48000000,86607223,2001,2.35,112,1823,48000000,6.4,11662094,2550
48000000,71171825,2007,2.35,122,33548,55000000,7.8,14035033,2652
48000000,50315140,2001,2.35,120,33615,48000000,7.4,17215275,2541
48000000,70937778,2001,1.85,123,22209,48000000,6.4,2562448,2449
48000000,90376224,2000,2.35,93,5390,48000000,6,13106526,2568
48000000,77562568,1998,1.85,123,3768,48000000,7,12020435,2107
47500000,14968379,2016,2.35,127,2104,25000000,7.3,5303775,1601
47000000,102825796,1996,2.35,96,3718,47000000,6,19806226,2657
47000000,116773317,1998,2.15646168,110,371,53172536.85,7.8,42449,8
47000000,29781453,2001,1.85,132,4796,48000000,6.4,10404652,2770
47000000,11022696,2010,2.35,81,14619,47000000,4.7,5379365,2825
47000000,12900000,1996,1.85,108,8349,47000000,5.8,2812620,1470
46000000,298923419,1997,2.35,105,12344,46000000,6.3,21678377,2134
46000000,160648493,2001,2.35,102,9176,48000000,5.7,30181877,3011
46000000,150000000,1996,2.35,111,6315,45000000,7.6,30716131,2812
46000000,113622499,2002,2.35,118,15658,46000000,7.2,20930169,2610
46000000,100833145,1996,1.85,116,33233,46000000,6.6,12501000,1986
45000000,302710615,1997,1.85,86,2070,45000000,6.8,31423025,2845
45000000,363095319,1998,2.35,95,24205,120000000,7.2,33258052,2686
45000000,377807404,2012,2.35,98,16410,45000000,6.3,49514769,3661
45000000,155200000,2003,1.85,84,3629,48000000,5.5,48113770,3505
45000000,213420951,2000,1.85,109,1574,45000000,6.2,13853686,2668
45000000,243180937,2008,1.85,93,17925,45000000,5.8,21018141,2811
45000000,122071435,2004,1.85,113,15362,40000000,5.7,22956453,3472
45000000,174810815,2007,1.85,97,14868,45000000,7.4,582534,16
45000000,160971922,2011,1.85,103,1336,45000000,7.1,29239026,3440
45000000,155931301,2005,2.35,101,6292,60000000,5.5,23105133,3424
45000000,104505362,2001,2.35,122,22370,45000000,7.7,22550788,2712
45000000,90523726,1999,2.35,102,26998,45000000,7.3,7012630,2412
45000000,141189101,2001,1.85,83,1645,45000000,5.2,20503356,3220
45000000,76665507,2005,2.35,136,20299,30000000,7.2,29168180,2524
45000000,135808837,2010,2.35,110,21554,40000000,5.5,20686423,3074
45000000,66790248,2002,2.35,91,758,45000000,6.5,17128062,2613
45000000,136998907,1997,2.35,89,3717,45000000,4.6,16620887,2456
45000000,113417762,2006,2.35,102,2998,50000000,6.8,26857181,3207
45000000,113916474,2000,2.35,107,3106,45000000,5.6,17319282,2653
45000000,247967903,2003,2.35,129,28886,45000000,7.7,6886080,576
45000000,75854588,1996,2.35,135,3648,45000000,6.3,10128834,2012
45000000,55842724,2005,2.35,95,27351,45000000,5.6,20159925,3455
45000000,102746214,2005,2.35,109,14073,50000000,6.8,21103203,3133
45000000,146162920,2007,2.35,94,16225,45000000,6.3,23678580,2828
45000000,48563556,2004,2.35,93,4604,26000000,4.3,10021510,2674
45000000,80594860,2012,2.35,141,1948,45000000,6.5,16016910,2628
45000000,127990741,2014,1.85,117,49743,40000000,6.5,18185000,3555
45000000,43343247,2006,2.35,112,3757,45000000,6.4,15508779,2514
45000000,65595141,2006,2.35,102,15053,52000000,6.6,11855260,2706
45000000,61475984,2004,2.35,94,1102,25000000,6.5,10100571,2749
45000000,49610898,2006,1.85,88,33822,50000000,5.9,8432465,3050
45000000,163126676,2003,1.85,87,1461,35000000,6.1,9134085,2236
45000000,59551283,2009,1.85,86,3423,45000000,5.4,8008423,3106
45000000,29367143,2007,2.35,133,5405,45000000,7.4,3824988,954
45000000,79564960,2008,2.35,119,53895,35000000,7.3,189911,3
45000000,70216497,2008,2.35,101,15990,70000000,5.6,11541571,3390
45000000,36404841,1996,1.85,91,3855,45000000,5.3,7605504,2236
45000000,20133326,1996,2.35,117,2348,45000000,6,5075000,2134
45000000,29406132,2001,2.35,124,793,45000000,6.8,5765347,1275
45000000,65532491,2010,2.35,128,2507,45000000,7.2,183009,4
45000000,18120267,2000,2.35,220,15006,57000000,5.8,4860556,1548
45000000,46598133,2008,1.85,99,12166,40000000,5.4,7783266,2650
45000000,41467606,2012,2.35,95,578,35000000,7.1,6278491,2506
45000000,11203026,1998,2.35,106,6558,45000000,6,4737793,1758
45000000,164539660,2011,2.35,101,661,45000000,6.3,3833300,1552
45000000,9110458,2008,2.35,160,26982,45000000,6,3477996,1185
45000000,8488871,2002,1.85,74,13917,40000000,6.5,3545204,1961
45000000,31077418,2007,2.35,139,538,45000000,6.4,1924860,852
45000000,2154540,1997,2.35,103,2457,45000000,4.9,1370831,837
44500000,227140757,2012,2.35,130,3133,44500000,7.7,19458109,3232
44000000,165600852,1996,2.35,147,37076,44000000,7.5,12305745,1915
44000000,48478084,2010,2.35,99,1066,44000000,6.5,12381585,2718
44000000,12342632,2014,2.35,112,12239,44000000,6.6,1085515,581
43000000,229727774,2013,2.35,123,4825,43000000,6.6,39115043,3181
43000000,80013623,2000,2.35,136,1801,43000000,7.3,701207,200
43000000,62063972,2000,1.37,103,23864,43000000,6,10310672,2523
43000000,63078756,2002,1.85,90,132,43000000,5.1,9430667,2670
42500000,76347393,2011,2.35,93,27834,40000000,6.6,11422006,2703
42000000,202812429,2012,2.35,109,19968,42000000,7.2,36302612,3121
42000000,363728226,1999,2.35,124,9255,42000000,7,27689760,2747
42000000,227793915,2000,1.85,84,1817,45000000,7,17506162,2491
42000000,173044410,2004,1.85,90,24534,42000000,5.9,32450825,2984
42000000,73239258,2012,1.85,105,6727,42000000,6.5,11816596,3014
42000000,63781100,2002,2.35,115,15571,42000000,6.3,14005550,2717
42000000,41267469,1996,1.85,122,13716,42000000,6.5,12210868,2489
42000000,91678442,2011,2.35,100,15369,42000000,5.4,14005335,3030
42000000,56438555,2002,2.35,119,1651,32000000,6.5,11208851,2331
42000000,56331864,2001,2.35,120,33585,42000000,6.1,10523154,2337
42000000,60437727,2005,2.35,122,12076,50000000,7.6,9390144,2814
42000000,45688337,2012,2.35,102,362,42000000,6.6,8001932,2998
42000000,8514325,2010,2.35,100,2056,45000000,6.3,3048665,1622
42000000,11756922,2009,2.35,105,1342,27000000,7.2,51914,4
41000000,245769202,2002,2.35,110,1954,41000000,7,51240555,2470
41000000,100622586,2001,2.35,144,18761,65000000,6.9,16511391,2980
41000000,22108977,2003,2.35,108,1134,41000000,5.2,8111324,2648
41000000,7684524,2011,2.35,100,2085,41000000,6.2,3251884,2150
40000000,672806292,1999,1.85,107,17540,40000000,8.1,26681262,2161
40000000,570978470,2015,2.35,129,4585,40000000,4.1,94395000,3646
40000000,314709717,2009,2.35,108,18656,40000000,6.7,33627598,3056
40000000,257878294,2013,2.35,138,83012,40000000,7.3,740455,6
40000000,189714544,2003,1.85,94,7014,40000000,5.8,27557647,3298
40000000,457507776,2014,2.35,89,32325,40000000,6.4,43899340,3173
40000000,149804632,2013,2.35,121,1261,40000000,7.6,84857,2
40000000,177835231,1999,2.35,105,2129,70000000,6.4,23162542,2547
40000000,167851995,2003,1.85,84,22935,38000000,4.1,33417739,3344
40000000,152266007,1996,2.35,149,31349,40000000,7.4,19630000,2123
40000000,97470701,2013,2.35,128,16911,40000000,7.5,27487144,3003
40000000,126646119,2009,1.85,123,13321,40000000,7,20027956,2354
40000000,181053657,2009,2.35,129,318,40000000,6.4,27785487,3175
40000000,124246152,2016,2.35,102,5178,40000000,5.9,34040000,3175
40000000,178710620,2006,1.85,89,5855,45000000,5.1,40222875,3602
40000000,106511453,2015,1.85,107,12556,40000000,6,33803253,3175
40000000,161838076,2000,2.35,116,600,40000000,5.5,34713342,3467
40000000,141208010,2014,1.85,109,16179,35000000,5.7,14200000,3154
40000000,195111193,2014,2.35,109,2357,40000000,6,24763752,3205
40000000,120612565,2006,2.35,120,24300,40000000,7.3,24968601,3066
40000000,128792135,1999,1.85,139,36810,40000000,7.3,12738237,2307
40000000,197232734,2015,1.85,121,36010,35000000,7.2,17728313,3305
40000000,124823094,2004,1.85,178,5074,40000000,7.7,20039730,2006
40000000,161513754,2015,2.35,142,16944,40000000,7.6,15371203,2811
40000000,150886329,2008,2.35,90,6775,40000000,6.6,22874936,3149
40000000,91729503,2009,1.85,105,28928,40000000,7.1,17810270,2711
40000000,70836296,2001,1.85,114,2842,40000000,5.9,22518295,2770
40000000,137047376,2006,1.85,99,19334,40000000,4.6,27736056,3261
40000000,145238250,2001,2.35,123,43917,34000000,6.1,20108829,2951
40000000,187384627,2009,2.35,82,303717,40000000,5.2,27408309,3121
40000000,139474906,2009,2.35,102,7009,20000000,6.4,23722310,3255
40000000,91455875,2010,1.85,114,2091,53172536.85,6.4,17570955,2697
40000000,141484812,2003,1.85,98,22318,40000000,5.8,19288438,2382
40000000,58855732,2001,2.35,106,2544,40000000,6.4,18736133,2770
40000000,87145086,2011,2.35,118,13943,40000000,7.3,13206453,2707
40000000,118097882,2004,1.85,106,2325,50000000,6.1,11783467,1772
40000000,74156610,2013,2.35,89,3361,40000000,5.9,15891055,3288
40000000,71743823,1998,2.35,108,8610,40000000,6.1,14047592,2539
40000000,87949859,1997,1.85,98,7039,40000000,5.2,21210131,2536
40000000,105945357,2014,2.35,116,30571,42000000,6.3,15457418,3375
40000000,75389090,2002,1.85,131,17152,35000000,7.7,11376150,2007
40000000,104407366,2006,2.35,130,63986,40000000,8.5,14801808,2281
40000000,114830111,2006,2.35,99,18693,40000000,6.8,13616196,2645
40000000,127234389,2010,2.35,107,4243,40000000,6.4,24760882,2699
40000000,55249159,2012,1.85,105,9069,25000000,6.6,10822903,2598
40000000,146300356,2007,1.85,95,2787,53172536.85,6.5,15875471,2955
40000000,92111551,2004,2.35,96,41293,40000000,6.6,18237568,3018
40000000,92256918,2005,2.35,104,1274,43000000,6.5,16057945,2771
40000000,65282732,2014,2.35,134,2281,40000000,6.9,13319371,2905
40000000,106548738,2008,2.35,101,4298,40000000,5.8,14756850,2729
40000000,45916769,1997,2.35,135,16762,40000000,7.1,10626507,2317
40000000,58250151,1997,1.85,155,37570,36000000,7.2,4661866,322
40000000,86760995,2014,2.35,136,28927,40000000,6.1,17069000,3158
40000000,155011165,2011,2.35,92,3074,40000000,5.9,18031396,3155
40000000,50071069,2005,2.35,104,1827,30000000,6.2,12400125,3267
40000000,128884494,2007,2.35,102,4324,40000000,4.7,13655306,2611
40000000,126069509,2014,1.85,94,1488,40000000,5.1,14608152,3062
40000000,95989590,2011,2.35,111,4486,40000000,6.2,18692090,3305
40000000,90717684,2000,1.85,103,26938,40000000,5.5,10987006,2255
40000000,101162106,2011,2.35,109,390,40000000,7,13043310,2802
40000000,41294674,2012,2.35,95,1070,40000000,5.8,5390000,2431
40000000,72295262,2011,2.35,112,3432,40000000,6.4,10408176,2614
40000000,96398826,1999,2.35,123,12970,40000000,6.5,14252888,2370
40000000,53864342,1999,1.85,102,2913,40000000,5.8,10178289,2573
40000000,55696705,2000,1.85,123,23920,40000000,7.2,9631359,2130
40000000,49686263,2008,2.35,102,3239,40000000,5.7,10309986,3056
40000000,55247881,2011,2.35,129,15595,40000000,6.9,110775,6
40000000,59795070,2010,2.35,107,621,40000000,6.5,9203266,2518
40000000,46666955,2005,2.35,117,3969,40000000,5,12020807,1652
40000000,30199105,2000,2.35,116,3753,40000000,5.7,10410993,2630
40000000,69807260,2013,1.85,113,36009,40000000,6.4,7310000,2838
40000000,40435694,2000,2.35,107,4565,40000000,5.1,9413684,2524
40000000,28544120,1999,1.85,90,1335,40000000,5.3,8224215,2102
40000000,27682712,1996,2.35,99,10469,40000000,4.4,9101987,2035
40000000,27053815,2001,2.35,104,2888,40000000,4.7,10312740,2438
40000000,78269970,2008,1.85,115,77823,35000000,6.7,8203061,1166
40000000,65754228,2001,1.85,119,29484,40000000,6.7,11015226,2268
40000000,22433915,2002,2.35,108,34377,60000000,6.2,8935426,2575
40000000,22365133,1999,1.85,128,3821,60000000,5.9,8444321,1814
40000000,46176322,2004,2.35,84,5039,40000000,4,11442203,2463
40000000,47085064,2009,1.85,87,24770,40000000,7.8,6965267,2033
40000000,25693998,2012,2.35,107,1702,40000000,6.5,7760205,2047
40000000,169590606,2012,2.35,114,7099,45000000,7.6,143818,15
40000000,20790486,2012,2.35,91,222,40000000,5.9,6176280,1890
40000000,60862471,2006,1.85,123,7243,40000000,6.4,5361050,859
40000000,19417182,2000,2.35,102,14463,40000000,5.1,6637830,2315
40000000,14448589,2002,2.35,103,12566,40000000,5.8,6219234,2604
40000000,39753957,2009,2.35,109,20503,40000000,5.9,6293205,3074
40000000,21215882,2004,1.85,91,3974,30000000,4.8,5962106,3006
40000000,13508635,1999,1.85,106,4327,40000000,6.3,5558400,1907
40000000,35195939,2004,1.85,103,3639,60000000,6.2,6218335,2215
40000000,13208023,2002,2.35,101,4262,42000000,3.3,7087457,2550
40000000,12345883,2008,2.35,100,4103,53172536.85,6.5,5401605,2044
40000000,13644292,2015,2.35,115,1686,40000000,5.8,5028702,2816
40000000,10717421,1999,1.85,83,4024,24000000,4.1,4605167,1639
40000000,17033431,2009,2.35,108,14127,33000000,6.8,4424126,2506
40000000,10070651,2003,1.85,89,3096,40000000,5.8,4617128,2189
40000000,26738000,2015,1.85,159,554,18026148,8.4,1405000,210
40000000,7974607,2001,1.85,102,2664,40000000,6.2,3022523,1870
40000000,33175076,2015,2.35,110,12876,40000000,6,2469341,2797
40000000,12624471,2002,2.35,93,4123,40000000,4.5,2233525,1800
40000000,16172200,2001,2.35,84,1149,40000000,5.8,2272489,1590
40000000,88069880,2013,1.85,126,12286,39200000,7,171187,8
40000000,32030610,2007,2.35,107,11623,26000000,7.3,242964,10
40000000,915840,2008,1.85,94,2449,40000000,4.4,511920,2160
40000000,7729552,2007,2.35,101,504,25000000,6.9,39609,4
40000000,20722450,2006,2.35,93,15638,40000000,5.1,215177,221
40000000,119627047,2008,2.35,150,2172,553632000,7.4,13104,2
40000000,463730,2004,1.85,93,5240,53172536.85,5.7,164801,35
40000000,38899792,2007,2.35,113,6267,40000000,7.1,10073,3
39000000,102332135,2009,2.35,107,568,39000000,7.1,18623171,2988
39000000,69538833,2007,1.85,102,1930,53172536.85,5.6,13122865,2526
39000000,81150788,2012,1.85,87,4774,39000000,7,11412213,3005
39000000,40319440,2005,2.35,119,2853,40000000,8,10086680,2188
39000000,6429865,2004,2.35,110,2972,39000000,5.3,3038546,1601
38000000,182365114,2002,2.35,108,4251,38000000,6.1,35648740,3293
38000000,205298907,2009,2.35,96,22436,38000000,6.5,27605576,2882
38000000,119721296,2002,1.85,100,18291,38000000,5.1,16711716,3307
38000000,107597242,2015,1.85,94,3552,30000000,4.4,23762435,3633
38000000,61894591,2012,2.35,115,216,3800000,8.3,43045,4
38000000,116809717,2011,2.35,120,36062,38000000,6.9,16842353,2817
38000000,73956241,1999,1.85,146,20516,38000000,7.6,337000,11
38000000,94763758,2013,2.35,127,17551,38000000,6.4,19030375,3117
38000000,57753825,2001,2.35,123,2912,35000000,6.2,11801323,2750
38000000,50970660,2002,2.35,115,3770,38000000,5.6,17213137,2623
38000000,110678636,2016,2.35,112,19974,38000000,5.2,10326356,2908
38000000,98230839,2013,2.35,123,37206,38000000,8.1,187289,5
38000000,29544532,2001,1.85,102,1440,38000000,5.6,9225575,2375
38000000,24515990,2001,1.85,98,2765,38000000,5.5,5377635,2506
38000000,58394308,1999,2.35,133,42344,38000000,6.7,6622518,1586
38000000,17378193,1996,2.35,118,24547,38000000,6.1,6906546,2298
38000000,19317765,2001,2.35,105,1265,57000000,6.2,6018636,2525
38000000,10229300,1996,2.35,129,16237,38000000,6.6,3908514,1524
38000000,17830244,2008,2.35,90,15494,55000000,6.5,3129473,2022
38000000,6504442,1997,2.35,118,74,37000000,6.4,2704568,1128
38000000,623374,2001,2.35,110,2120,38000000,5.2,319516,402
37500000,120925697,2012,2.35,110,13396,40000000,5.7,10547068,3476
37500000,58792011,2012,1.85,144,427,32000000,7.1,736311,5
37500000,9813309,2008,2.35,130,5162,40000000,7.3,4562675,2808
37000000,267816276,2013,2.35,118,3425,37000000,7,26419396,3260
37000000,173567581,2015,2.35,133,15106,35000000,7.7,29632823,3404
37000000,152566881,2010,2.35,150,14296,37000000,7.6,23808032,2861
37000000,168167798,2008,1.85,96,36093,37000000,7,19128001,2651
37000000,101857425,2008,2.35,96,18178,37000000,6,13210579,3513
37000000,99595932,2016,2.35,110,4882,38000000,6.1,18750000,3343
37000000,55909910,2010,2.35,107,14483,37000000,5.6,18211126,3150
37000000,97143987,2011,2.35,114,19904,37000000,6,14789393,2985
37000000,67029956,2008,2.35,81,2268,37000000,4.5,7181374,2511
37000000,48446802,1999,2.35,188,1906,37000000,8,193604,7
37000000,24935799,2015,1.85,105,44037,37000000,5.4,9670235,2815
36000000,102226631,2002,1.85,116,20970,36000000,7,23612171,2466
36000000,117448157,1999,1.85,93,2986,65000000,6.3,19208806,2735
36000000,65967750,2010,1.85,101,1272,36000000,6.4,14020502,2754
36000000,50159144,1997,2.35,93,1874,36000000,6.9,12307128,2108
36000000,57824533,2014,1.85,107,13904,36000000,6.4,15873397,3656
36000000,43797731,2003,2.35,109,16611,36000000,6.1,11019224,2459
36000000,23360779,2000,2.35,124,10838,34000000,5.7,8128356,2204
36000000,14378353,1999,2.35,127,2393,36000000,6.8,32135,3
36000000,13052741,1996,1.85,130,3968,36000000,6.7,168012,21
36000000,12532777,1997,2.35,106,1942,36000000,7.8,4320202,1279
36000000,2954405,2000,1.85,95,2928,36000000,5.3,1368705,750
36000000,156835197,2015,2.35,105,615,36000000,7.2,784839,103
36000000,4020990,2011,2.35,102,3497,36000000,5.9,705537,259
35200000,38283765,2003,1.85,95,4537,35200000,5.4,13503484,2151
35000000,310332636,1999,2.35,95,47203,33000000,6.6,54917604,3312
35000000,252276928,2010,2.35,110,25964,38000000,7.7,24850000,3047
35000000,175361578,2013,2.35,120,5826,35000000,5.7,34551025,3141
35000000,326073155,2006,2.35,109,23923,35000000,6.8,27537244,2847
35000000,212417601,2011,2.35,106,18669,35000000,6.9,28302165,3040
35000000,197692062,2001,1.85,88,4499,35000000,5.4,1576897,1676
35000000,140561831,2015,2.35,129,1450,35000000,6.3,30097040,3158
35000000,114962525,2013,2.35,125,19809,35000000,7.5,9344381,2110
35000000,157852532,2008,2.35,123,25661,35000000,6.8,24105943,2648
35000000,218535708,2008,2.35,101,1026,35000000,6.1,20172474,3215
35000000,231716374,1996,1.85,162,15912,27000000,7.4,278439,10
35000000,102115888,2005,1.85,105,2689,35000000,5.9,20671446,3147
35000000,90221182,2012,2.35,134,1050,35000000,6.2,12030690,2913
35000000,126204977,1997,2.35,138,19129,35000000,8.3,5211198,769
35000000,83109359,2005,2.35,100,2968,35000000,6.2,14631784,2905
35000000,83226569,1997,1.85,90,23504,35000000,6.3,15019821,1992
35000000,85911226,2000,2.35,109,2474,33000000,6.3,17515050,2411
35000000,65063726,2006,1.85,75,13125,33000000,5.6,19656429,3274
35000000,60376247,2010,2.35,123,2259,35000000,7.2,12694770,3072
35000000,56968169,1998,1.85,132,29265,35000000,6.4,17271450,3101
35000000,146595891,2011,2.35,109,20956,35000000,6.6,18622150,2926
35000000,104444374,2016,2.35,92,17860,35000000,6,21760405,3384
35000000,53293628,2003,1.85,109,4231,35000000,6.9,13303724,3074
35000000,95104304,2009,1.85,88,53370,35000000,5.4,16894511,3425
35000000,89102315,2009,2.35,92,2184,35000000,6.6,20828511,2942
35000000,58894863,2005,2.35,98,4879,30000000,5.9,12855321,2505
35000000,70187088,2007,2.35,91,52566,35000000,5.3,10422258,2604
35000000,65303052,1997,2.35,147,56014,35000000,7.8,11660216,1503
35000000,85761789,2008,2.35,103,16249,35000000,5.4,17639849,3376
35000000,103787401,2002,1.85,100,17902,33000000,6.7,17707106,2528
35000000,77392139,2004,1.85,104,41701,35000000,6.2,12634563,1583
35000000,65084116,2011,1.85,112,2371,35000000,5.9,13945368,2904
35000000,46309644,2006,2.35,101,966,30000000,6.8,7849304,3083
35000000,165103952,2011,2.35,109,34011,40000000,6.7,12050368,3122
35000000,75281179,2010,2.35,104,3356,35000000,5.3,12201710,3280
35000000,84606030,2011,2.35,137,36258,35000000,6.6,11217324,1910
35000000,45680201,2015,2.35,87,1679,35000000,5.1,13942258,3003
35000000,50359876,2015,2.35,123,13371,35000000,7.1,10513749,2841
35000000,115476509,2004,1.85,98,28027,27000000,7.3,7707972,476
35000000,33422806,2001,2.35,95,2643,50000000,4.8,11102948,2571
35000000,111854182,2002,1.85,150,1075,35000000,8.5,2456117,773
35000000,68712365,2001,2.35,122,41636,35000000,6.8,11014818,2305
35000000,77220596,2008,2.35,112,3185,35000000,6.2,11161074,2664
35000000,30307804,2002,2.35,101,3001,35000000,5.2,14757535,2511
35000000,97799865,2010,2.35,109,855,35000000,6.1,8407685,2784
35000000,52649951,2008,2.35,101,3612,35000000,6.2,11354069,2316
35000000,86648359,2011,2.35,106,561,35000000,5,10925253,3118
35000000,73026302,2008,1.85,82,3266,35000000,4.5,9510297,2960
35000000,26613620,1999,2.35,112,5709,35000000,6.6,9160263,2542
35000000,35426759,2012,2.35,101,2471,35000000,5.1,11396768,2339
35000000,37066129,2004,2.35,102,3592,35000000,6.2,8319171,1520
35000000,25078937,1997,1.85,155,19689,30000000,6.6,5233658,824
35000000,22913677,2004,1.85,96,17292,35000000,6.3,6169030,1931
35000000,31393201,2012,2.35,91,24669,35000000,6.5,6300000,2255
35000000,34480045,2013,2.35,109,2073,35000000,6.2,8268908,2620
35000000,64188387,2005,1.85,76,1908,35000000,5.6,5914722,2014
35000000,33422485,2000,2.35,107,22974,55000000,7.4,87505,15
35000000,20606053,2007,2.35,120,1082,35000000,6.7,6257174,2650
35000000,29882645,2002,2.35,125,3142,35000000,6.5,6857879,1912
35000000,39340177,2010,1.85,92,6327,35000000,3.8,6627564,2997
35000000,61721826,2011,1.85,139,13021,32000000,6.7,493788,4
35000000,13264986,2001,1.85,94,1668,35000000,6,4855475,2348
35000000,24405825,2001,2.35,111,19805,35000000,6.8,318502,186
35000000,31878891,2009,2.35,100,5890,35000000,7.3,160069,20
35000000,18376443,2014,1.85,109,1458,35000000,5.7,5272444,2486
35000000,10319915,1998,2.35,91,1352,35000000,4.8,5516000,1800
35000000,12254746,2009,2.35,101,1947,35000000,5.5,4915104,2745
35000000,12819501,2015,2.35,91,1564,35000000,5.4,4772613,2777
35000000,15461638,2006,1.85,96,24640,35000000,7.3,3768702,1472
35000000,61173364,2015,2.35,123,23031,35000000,7.4,1560299,448
35000000,27480015,2013,2.35,141,301,35000000,7.1,84283,4
35000000,10157534,2008,2.35,103,6563,35000000,6,4271451,2508
35000000,42064105,2006,2.35,117,3611,35000000,6.9,3721526,2066
35000000,16830252,2002,1.85,114,1005,35000000,6.3,2776248,1066
35000000,6448817,1997,2.35,101,1993,35000000,4.6,3277084,2101
35000000,2221994,1997,2.35,121,3125,35000000,6.4,107108,8
35000000,2000000,2012,2.35,105,23122,35000000,5.7,5750288,2837
35000000,630779,1999,2.35,148,5,35000000,6.8,64159,8
35000000,17967746,2012,2.35,96,14978,35000000,5.5,183125,141
34800000,62831715,2011,2.35,89,843,30000000,4.9,3000000,2324
34000000,348319861,2014,2.35,113,1783,34000000,6.8,32512804,3604
34000000,63802928,2015,2.35,128,3386,34000000,7.1,13019686,3366
34000000,11263966,1999,2.35,102,1274,34000000,5.2,5810531,2558
34000000,10672566,1999,1.85,109,52621,34000000,5.3,4027003,2209
34000000,6543194,2000,2.35,114,1778,34000000,5.6,2411445,2112
34000000,10392666,2013,2.35,85,369,34000000,6.3,4091,10
33000000,173559438,2000,1.85,99,1790,30000000,5.1,25661041,2802
33000000,79958599,2001,2.35,101,5942,33000000,5.5,18485586,2830
33000000,165552290,2012,2.35,99,4863,33000000,6.5,11731708,2567
33000000,54533774,2004,2.35,140,2114,33000000,6.5,13834527,2649
33000000,41495213,2012,2.35,94,27759,30000000,6.5,7892539,2266
33000000,21621188,2008,2.35,113,391,30000000,6,4926565,1936
33000000,8408835,1999,2.35,124,13093,38000000,6,3555032,1283
33000000,27610873,2005,2.35,118,2859,10000000,6.8,1921838,1007
33000000,357687,2013,2.35,105,1843,33000000,7.1,33658,100
32500000,113019290,2008,1.85,124,14504,32000000,7.6,2380376,1
32500000,48425971,2013,2.35,89,74181,35000000,5.6,7591663,2633
32500000,24159934,2012,1.85,98,4151,53172536.85,5.6,6526650,2002
32000000,220236410,2003,1.85,97,43354,33000000,6.9,31113501,3337
32000000,152036382,1996,2.35,123,5975,32000000,6.4,16200000,1637
32000000,126539117,2013,2.35,107,38751,32000000,6.7,20719162,3055
32000000,116898028,2002,1.85,99,2916,35000000,5.1,23708174,2302
32000000,99296462,2006,1.85,92,1729,32000000,5.7,28309599,3070
32000000,70587268,2010,2.35,107,31529,20000000,6.2,20512304,2206
32000000,140428499,2011,1.85,93,16034,32000000,7.5,14812094,2961
32000000,89441732,1999,2.35,103,3004,29000000,6.2,18309666,2899
32000000,82339483,2000,2.35,129,36069,32000000,7.2,13339465,2092
32000000,82332450,2011,2.35,113,3500,32000000,4.4,19000000,2821
32000000,77593167,2007,2.35,98,10938,32000000,6.4,14602867,2759
32000000,39498360,2005,2.35,98,1400,32000000,6.9,9178233,2007
32000000,61477797,2005,1.85,96,12754,32000000,7.5,515992,14
32000000,27392609,2013,2.35,100,32094,30000000,5.9,10177257,3160
