production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score,opening_gross,screens
21000000,17589867,2008,2.35,120,6212,21000000,6.1,6230669,2213
21000000,10108016,2009,2.35,98,1997,17000000,7.1,130411,4
21000000,6830957,2002,2.35,112,16692,21000000,6.7,329771,22
21000000,5046038,2011,2.35,91,34705,21000000,6.7,107577,22
20000000,318000141,2013,2.35,112,9049,20000000,7.5,41855326,2903
20000000,164675402,2003,2.35,105,2505,33000000,5.5,31101026,2801
20000000,171685793,2010,1.78,101,1787,20000000,7.1,50353641,3081
20000000,154218168,2008,2.35,91,4729,20000000,3.7,29300465,3215
20000000,93931360,2014,1.85,100,2654,20000000,4.9,21577049,3465
20000000,98114471,2005,1.85,95,3558,32000000,4.6,18575214,2709
20000000,175507800,2011,2.35,115,9578,20000000,7.3,1190096,29
20000000,131945303,2003,1.85,108,4403,35000000,7.1,19622714,2614
20000000,118537627,2007,1.85,105,2288,20000000,6.9,22224982,2925
20000000,111448997,2004,1.85,109,6313,37000000,5.4,19676748,2726
20000000,71232214,2003,1.85,117,1293,20000000,7.1,16300155,2331
20000000,66776571,2012,1.85,114,2753,20000000,4.8,25390575,2161
20000000,92678948,2010,2.35,107,2341,20000000,5.8,16007426,2673
20000000,60831067,2010,1.85,121,6657,20000000,4.4,29289537,2155
20000000,181025343,2013,2.35,134,4251,20000000,8.1,923715,19
20000000,56398162,2002,2.35,118,2390,20000000,5.7,12604705,1836
20000000,182875643,2016,2.35,110,21852,20000000,7.6,18723269,2704
20000000,60961307,2016,2.15646168,100,18786,20000000,6.7,23817340,3215
20000000,66776908,2014,2.35,128,3869,20000000,7.5,11307394,2179
20000000,85146165,2006,1.85,85,6539,20000000,2.7,21812384,2896
20000000,109862682,2002,1.66,72,3402,20000000,5.8,15623464,2605
20000000,140122225,2003,1.85,72,4480,20000000,5.4,14109797,2808
20000000,81461343,2007,2.35,96,1825,20000000,5.9,17558689,2831
20000000,67192859,2005,1.85,89,1383,20000000,4.1,19020655,3052
20000000,96147688,2000,1.78,77,575,30000000,6.3,9427532,2723
20000000,90206716,2015,1.85,128,1058,20000000,8.1,295009,5
20000000,43658157,2015,2.35,111,2851,20000000,6.8,12155254,2855
20000000,78769428,2009,1.85,123,88953,53172536.85,7,12871483,2750
20000000,86858578,2007,1.85,93,4293,20000000,2.3,18612544,2801
20000000,44821299,2008,2.35,110,2382,22000000,6.1,15004672,2464
20000000,70743839,2006,1.85,137,5746,20000000,5,20825300,3211
20000000,37672944,1998,1.85,124,1660,20000000,5.5,11318919,1395
20000000,41342180,2006,2.35,115,52571,20000000,6.2,12299380,2515
20000000,46169871,2016,2.35,107,389,20000000,6.3,11801271,2915
20000000,81424988,2010,1.85,82,2898,20000000,3.5,12202831,3233
20000000,67950723,2010,2.35,105,1454,20000000,6.3,16662333,2823
20000000,35450113,1997,2.35,127,1735,20000000,6.7,11615722,1850
20000000,36265745,2011,2.35,90,2462,19000000,6.3,12954142,2875
20000000,73135439,2004,1.85,108,19364,20000000,8.3,8175198,1353
20000000,47666013,2013,2.35,92,1945,11000000,4.8,21744470,2654
20000000,132121212,2006,1.85,143,11248,25000000,7.5,389351,7
20000000,41296320,2014,2.35,103,4662,19800000,6.6,11558149,2868
20000000,53191101,2008,1.85,104,33903,20000000,7.5,507226,15
20000000,50274834,2004,2.35,98,2609,30000000,7.2,12120358,2539
20000000,48680977,2010,2.35,104,5707,20000000,6.4,9775278,2956
20000000,57293371,2008,1.85,128,13189,20000000,7.6,1481155,882
20000000,46604054,2010,2.35,113,1136,20000000,6.9,9949109,1826
20000000,68349884,2002,1.85,91,1083,35000000,5.5,11503423,2787
20000000,51445503,2009,2.35,98,189,20000000,6.5,15146692,2523
20000000,66143005,2008,2.35,111,27755,20000000,7.3,5935256,1603
20000000,29227561,2009,2.35,101,3292,53172536.85,5.6,11581586,2734
20000000,28933853,2016,2.15646168,96,1780,20000000,7.1,9445456,2538
20000000,47881663,2000,1.85,113,3141,20000000,7.6,6429107,1183
20000000,30399714,2006,1.85,103,14903,53172536.85,6.4,10803610,2038
20000000,44513466,2008,1.85,87,1834,27000000,3.9,12511473,2240
20000000,26792700,1996,1.85,101,3174,20000000,6.1,6968044,1528
20000000,65454793,2008,2.35,109,33878,20000000,6.8,12469631,2467
20000000,47508505,2013,2.35,109,278,20000000,7,8790237,1551
20000000,25728961,1996,1.85,108,23296,19000000,7.3,10240805,2004
20000000,32838945,2010,2.35,105,4813,20000000,5.8,8407513,2548
20000000,30703845,2007,2.35,99,3327,20000000,5.9,6832318,2612
20000000,48958353,2010,1.85,90,2486,20000000,5.3,9106906,2625
20000000,34614964,2014,2.35,104,18760,20000000,6.3,15059000,2800
20000000,38164784,2006,2.35,97,3261,20000000,5.3,8852485,2681
20000000,39686769,2011,1.85,109,4257,20000000,5.8,8588318,2
20000000,29870801,2009,1.85,89,88422,40000000,4.9,6410339,3
20000000,27911453,2008,2.35,115,10507,53172536.85,6.8,248847,14
20000000,30808558,2015,2.35,111,9941,19500000,6.2,6652996,2392
20000000,20081987,2007,2.35,124,17050,20000000,7.5,7460690,1671
20000000,34787111,2008,1.85,112,3301,40000000,5.9,8265357,2604
20000000,20819601,2007,2.35,113,4039,20000000,5.9,6773870,2523
20000000,56822960,2007,2.35,148,18752,15000000,8.2,212440,4
20000000,18310591,1998,1.85,114,1816,30000000,6.9,3321370,596
20000000,55686944,2005,1.85,68,861,20000000,6.4,5805559,2529
20000000,17807569,2006,2.35,108,4374,20000000,5.9,8602333,3004
20000000,55975672,2012,2.35,95,2173,20000000,5,8023036,2933
20000000,102034104,2004,2.35,99,537,20000000,7.8,269225,7
20000000,16988996,2002,1.85,88,8189,35000000,4,5309675,2553
20000000,59667625,2003,1.85,124,7567,20000000,7.7,274454,8
20000000,23661038,2009,2.35,88,137712,27000000,5.7,6511128,1915
20000000,74180745,2007,2.35,128,904,20000000,7.6,471713,35
20000000,16612072,2004,2.35,84,2915,20000000,5.8,7855111,2115
20000000,17430594,2003,1.85,101,2698,20000000,5.6,8006232,2515
20000000,18250106,2000,1.85,98,1189,20000000,5.3,6008611,2016
20000000,19121531,2009,1.85,105,2327,53172536.85,7.4,231964,4
20000000,33943049,2012,2.35,95,1414,20000000,6.1,6231836,2308
20000000,36720752,2008,1.85,88,2857,25000000,1.9,6945535,2642
20000000,30163785,2011,1.85,117,15713,20000000,6,5421669,3002
20000000,13801755,1997,1.85,94,15183,20000000,6.6,4604819,2036
20000000,35472739,2009,1.85,96,30541,20000000,6.2,6963565,2223
20000000,32632668,2015,2.35,101,16926,20000000,6.6,5002521,3003
20000000,14566246,2004,1.85,99,1189,40000000,4.8,6160886,2445
20000000,13725032,2006,2.35,123,908,20000000,6.3,4106862,909
20000000,29843245,2008,1.85,102,500,20000000,6.7,5012315,1505
20000000,26348203,2002,2.35,101,3431,30000000,7.1,63574,7
20000000,23390380,2016,2.35,115,27214,20000000,6.3,6109085,2205
20000000,15466961,2005,1.85,102,13156,22000000,6.6,4248465,1510
20000000,12398628,2002,2.35,94,2880,20000000,6.1,4548750,1102
20000000,17306648,2009,2.35,108,2799,22000000,5.6,5329240,2331
20000000,28270399,2010,2.35,116,20258,20000000,7.2,5147479,2021
20000000,30894247,2008,2.35,102,1778,20000000,6.4,4050655,808
20000000,10686841,1997,1.85,96,11867,20000000,7.4,356476,10
20000000,10570375,1999,1.37,98,4843,20000000,6.1,4406135,2234
20000000,34600000,1996,1.85,101,1614,20000000,6.8,131678,3
20000000,16907831,2007,2.35,111,3309,20000000,6.8,5337257,1822
20000000,9208876,2009,2.35,99,23409,21000000,7.2,3852068,2133
20000000,9355369,2004,2.35,88,1343,20000000,1.9,3251856,1276
20000000,16723377,2013,1.85,110,3177,20000000,5,4603177,2008
20000000,10393696,2005,1.85,83,1019,33000000,5.5,4065014,2040
20000000,8692898,2014,1.85,148,707,20000000,6.7,2773260,645
20000000,8047525,2004,1.85,108,2730,20000000,6.3,3254940,1014
20000000,18273009,2013,1.85,107,2848,20000000,5.6,3837183,2538
20000000,28058652,2006,1.85,77,2185,20000000,2.8,3605899,2318
20000000,7022183,2008,2.35,83,2907,12000000,4.3,3656000,1639
20000000,6882696,2003,2.35,100,1267,22000000,6.2,4010593,1761
20000000,6947084,2008,2.35,87,4218,20000000,5.3,3001719,1208
20000000,7965983,2015,2.35,106,5705,20000000,7.4,2750356,1045
20000000,6201757,1999,1.66,154,1690,10000000,7.4,32718,2
20000000,8300821,2012,1.85,116,21200,20000000,7.2,2268274,2002
20000000,6071433,2014,2.35,125,3979,20000000,7,1512224,818
20000000,14807531,2011,1.85,99,23755,15000000,6.5,167953,4
20000000,12967829,2009,2.35,111,1573,20000000,6.4,2231273,2121
20000000,8178569,2005,2.35,94,838,20000000,2.3,2834421,2124
20000000,14603001,2004,1.85,100,2295,20000000,6.1,1705577,550
20000000,4504111,2008,2.35,119,64,20000000,7,2251075,1098
20000000,12397613,2007,2.35,135,36398,20000000,7,730819,130
20000000,25361206,2012,2.35,93,30134,20000000,4.9,1831588,1511
20000000,5531756,2008,2.35,114,3014,20000000,6.9,90400,4
20000000,4383538,2008,2.35,124,24732,21000000,7.5,172194,9
20000000,8361736,2003,2.35,114,1776,20000000,6.9,27480,1
20000000,5313608,2005,2.35,104,2129,2000000,7.4,62723,15
20000000,1646664,2003,1.85,80,2467,20000000,2.8,872950,1200
20000000,5345869,2002,2.35,107,25088,20000000,7.5,541512,301
20000000,6093725,2010,2.35,107,1577,20000000,5.1,754779,875
20000000,1065907,2012,2.15646168,88,1978,20000000,6.7,443901,2160
20000000,8221700,2008,2.35,125,1003,40000000,7.1,55760,7
20000000,2282710,2000,2.35,115,11433,24000000,6.4,57339,8
20000000,873617,2010,1.85,101,39515,53172536.85,6.3,37172,2
20000000,3407430,2015,2.35,122,22319,10000000,5.3,96250,10
20000000,10468867,2004,1.85,103,991,2127519898,6.9,136148,39
20000000,375474,2005,2.35,101,20354,20000000,6.2,175336,64
20000000,277943,2010,2.35,110,3785,20000000,5.4,42436,5
20000000,47300771,2008,2.35,86,82,53172536.85,6.5,49770,19
20000000,26146072,1998,2.35,118,182,140000000,6,68316,24
20000000,5694213,2002,1.85,100,15612,22000000,5.5,34211,5
20000000,14883495,2015,2.35,106,10982,53172536.85,5.7,33915,100
19700000,16498827,2008,1.85,184,1601,20000000,7.4,17348,2
19100000,2406666,2011,2.35,109,35561,15000000,7.1,96414,5
19000000,215448997,2011,1.85,97,5547,20000000,5.7,31603106,3049
19000000,101564935,2003,1.85,95,2020,18000000,5.4,17548993,2766
19000000,51733921,2009,1.85,113,1465,13000000,4.1,23446785,2255
19000000,70164105,2004,1.85,95,3092,20000000,5.9,13623350,2625
19000000,68467960,2001,1.33,91,3023,20000000,5.5,15165355,2781
19000000,65090541,1999,1.37,93,2872,19000000,5.6,15946032,2710
19000000,56445534,2010,2.35,101,2609,20000000,6.5,16067552,2
19000000,32618920,2010,2.35,100,4094,19000000,6.4,2727,1
19000000,76086711,2013,2.35,131,1985,19000000,7.6,4864861,1234
19000000,15911332,2000,1.85,85,2429,19000000,3.6,4154932,2106
19000000,7576604,2011,2.35,97,5519,23000000,6.3,3464679,2003
19000000,5714913,2012,2.35,121,3260,53172536.85,6.4,2603370,2515
19000000,1353824,1996,1.85,116,14579,19000000,6.3,432183,215
18975000,47751015,2005,2.35,97,1876,15000000,6.2,10221705,2249
18500000,109175673,2005,2.35,90,120797,19000000,6,23507007,3323
18500000,22498520,2002,1.85,81,25489,19000000,7.7,384478,7
18500000,32679264,2009,1.85,100,7252,18500000,6.4,7027472,1707
18500000,13711903,1998,2.35,118,43105,18500000,7.7,4335095,1126
18000000,270594534,2014,2.35,97,2771,18000000,6.4,49033915,3279
18000000,141809235,2001,2.35,96,4380,18000000,6.2,20377426,2620
18000000,130953026,2004,1.85,97,5032,17000000,7,24432195,2839
18000000,144529078,2005,2.35,122,2759,20000000,6.7,30054300,2981
18000000,92935067,1999,1.85,88,2604,17000000,5.7,12224016,2151
18000000,65842412,2004,1.85,106,3956,18000000,5.7,24241612,2711
18000000,77147031,2003,1.85,98,3151,18000000,7.1,12292952,2005
18000000,91651017,2016,2.35,94,2259,18000000,6.1,17861950,3133
18000000,67683989,1997,2.35,68,10557,17000000,7,9548111,2187
18000000,73695194,2011,2.35,99,3567,21000000,6.6,23751502,3167
18000000,57193655,2008,2.35,89,4867,20000000,3.9,20804941,2700
18000000,47158652,2011,2.35,106,5024,18000000,7.1,10601862,2214
18000000,57490024,2003,1.85,113,1310,18000000,6.7,9751425,1226
18000000,103215094,2014,1.85,119,21668,18000000,7.8,2471471,857
18000000,41300105,2001,2.35,131,3261,19800000,7.3,3395759,658
18000000,102912961,2013,2.35,98,1353,18000000,7.3,612064,6
18000000,77635035,2006,2.35,111,313,15000000,7.6,11478360,1795
18000000,62646763,2003,1.85,94,4868,25000000,5.3,12856040,1942
18000000,42167286,2015,2.35,107,10691,17000000,5.7,8317545,2603
18000000,27148898,2009,2.35,86,727,18000000,5.8,11017334,2727
18000000,36133014,2009,1.85,109,4947,18000000,5.6,8057010,1898
18000000,80227619,2009,2.35,123,5734,18000000,5,10011682,3096
18000000,60217171,2010,1.85,94,11984,18000000,7.6,264851,4
18000000,29934477,2000,1.85,94,23283,18000000,6.7,3880723,865
18000000,21361109,2000,2.35,115,1201,18000000,6.7,4604621,1506
18000000,16959614,2004,1.85,91,18711,18000000,5.2,5824860,2847
18000000,23889158,2001,2.35,125,21622,18000000,7.5,294056,29
18000000,19685588,2009,1.85,90,16004,18000000,6.5,6888334,1873
18000000,17360801,2014,2.35,94,1673,18000000,5.7,4552000,1762
18000000,16382538,2009,1.85,102,4072,18000000,5.3,4919433,1858
18000000,27491653,2001,2.35,109,14995,18000000,6.1,1837068,199
18000000,14189810,2013,2.35,111,39307,18000000,6.9,5175282,2584
18000000,11813989,2013,2.35,90,676,18000000,4.4,5606142,2130
18000000,16011975,1997,1.85,112,1466,18000000,7.5,75183,3
18000000,14488705,2004,1.85,104,847,18000000,7.1,101126,8
18000000,6734844,2000,1.85,114,856,1500000,7.9,40724,5
18000000,15696146,2009,2.35,112,1341,13000000,7,94093,3
18000000,27794339,2008,2.35,114,46944,18000000,7.3,144701,7
18000000,17026609,2009,1.85,117,1598,53172536.85,7.4,199657,33
18000000,23910210,2013,2.35,116,39463,18000000,7.1,61845,4
18000000,6841142,2016,2.35,112,5671,18000000,6.7,190012,5
18000000,9082906,2013,2.35,93,1083,53172536.85,7.2,1672000,305
18000000,13203044,2003,2.35,108,14843,18000000,6.4,1673125,1033
18000000,676698,2002,1.85,103,4094,18000000,7.2,166309,15
18000000,315000,2008,2.35,98,2215,18000000,5.1,300000,482
17700000,14518884,2012,2.35,114,25804,14000000,6.2,10340,2
17500000,169955142,2007,1.85,119,17584,20000000,7.6,33052411,2948
17500000,90508336,2009,1.85,103,3699,53172536.85,4.1,41030947,2032
17500000,148586910,2008,1.85,98,816,23000000,6.2,22125429,2470
17500000,109843390,2005,1.85,80,14385,17500000,6.5,16879402,2394
17500000,99135571,2007,2.35,94,2124,24000000,6.3,13180769,2458
17500000,36521223,2004,2.35,121,4142,17500000,8.1,100091,7
17500000,20159316,2006,2.35,110,35345,17500000,6.3,7031228,2964
17500000,7285135,2013,2.35,93,1373,17500000,4.4,3669530,1516
17500000,325491,2002,1.85,116,245,17500000,6,30547,6
17000000,207765056,2001,1.85,101,956,17000000,7.6,14089952,1678
17000000,136890774,2014,1.85,104,3627,17000000,6.5,17813722,3094
17000000,125250091,1997,2.35,99,50284,17000000,5.6,15818645,2524
17000000,109793192,2004,1.85,126,2170,12000000,7.5,207042,4
17000000,72835710,2013,2.35,123,5306,17000000,6.7,30593000,2024
17000000,116044347,2012,1.85,112,12676,17000000,7.2,5149433,335
17000000,97778356,2013,2.35,96,673,17000000,6.5,25775847,3025
17000000,45707924,2015,2.35,129,952,17000000,7.4,11020798,2755
17000000,70355813,2006,2.35,108,4500,15000000,6.4,15708512,2620
17000000,95092667,2002,1.85,96,3294,17000000,5.6,12229529,2225
17000000,57263440,2006,2.35,109,19410,17000000,6.7,14638755,2218
17000000,30331165,1998,1.85,82,9271,17000000,6.2,9604791,1865
17000000,38028230,2011,2.35,86,17396,17000000,5.6,9851102,1952
17000000,24719879,2010,2.35,99,4797,53172536.85,4.9,10652297,1973
17000000,23734486,2003,2.35,98,2713,17000000,5.6,6660540,2026
17000000,19693891,2001,1.85,108,3344,34000000,4.9,7018593,2335
17000000,16316273,1998,1.85,121,2365,17000000,7.5,3422072,660
17000000,15680099,2006,1.33,89,2135,4000000,3.1,6922767,1710
17000000,11634458,1999,1.85,73,2020,17000000,5.8,3255033,1210
17000000,20465206,2009,1.85,98,2016,17000000,5.9,3223161,1164
17000000,16510971,2006,1.85,107,5992,19000000,5.5,3667420,1500
17000000,8607815,2007,1.85,94,760,53172536.85,3.3,3957471,1531
17000000,9729088,2006,2.35,122,27381,17000000,7.4,3381974,1611
17000000,10637281,2012,2.35,83,730,17000000,4.1,2955000,810
17000000,2694071,2004,2.35,128,1727,53172536.85,6.7,1233297,1332
17000000,364607,2006,2.35,160,2340,17000000,5.5,123428,63
17000000,766112,2014,2.15646168,120,14492,17000000,6.6,106869,105
16800000,7155967,2016,2.35,111,824,18500000,5.4,3294876,1761
16800000,2281089,2006,1.85,122,25173,16800000,6.5,28815,4
16500000,39380876,2007,2.35,120,12554,16500000,7.1,2902117,601
16500000,16157923,2003,1.85,126,2282,15000000,7.6,45572,2
16500000,13636339,2007,2.35,108,2785,16500000,6.3,5196380,2104
16000000,119739110,2000,1.85,94,3889,15600000,6.5,15484004,2530
16000000,54294169,1999,1.85,106,23369,16000000,6.4,17515723,2121
16000000,68582095,2012,1.85,94,27911,16000000,7.8,522996,4
16000000,128256712,2011,1.33,100,4606,15000000,8,204878,4
16000000,78208812,2009,2.35,89,12183,16000000,4.8,19810585,2357
16000000,40363530,2002,1.85,80,3058,16000000,3.3,12554650,2565
16000000,50517763,2006,1.85,83,26402,16000000,5.9,18508228,2820
16000000,52545707,2011,2.35,91,5349,16000000,4.8,15002635,2534
16000000,43057552,2001,1.85,94,4194,35000000,5.4,9715102,2656
16000000,28734552,2001,1.85,130,3107,16000000,6.4,8606403,1533
16000000,30987695,2001,1.85,91,2543,17700000,5.9,8016008,2638
16000000,50103808,2008,1.85,114,3485,16500000,4.9,10115121,2962
16000000,81742618,2007,2.35,121,485,8000000,7.9,5848464,825
16000000,104504817,2008,1.85,96,19894,15500000,7.2,3755575,692
16000000,56506120,2010,1.85,113,22088,16000000,7.2,8089139,2212
16000000,21657770,2002,1.85,109,2572,16000000,7.2,5607480,1510
16000000,31943401,2009,1.85,107,24805,16000000,5.1,6868397,2702
16000000,15980376,2000,1.85,96,11078,16000000,5.6,5802229,1981
16000000,14108518,2003,1.85,101,1882,16000000,5.7,5809960,2319
16000000,14553807,2004,1.85,92,3935,16000000,4.4,7008711,1566
16000000,11810854,1999,2.35,100,2389,16000000,7,4278452,1815
16000000,11540112,2004,1.85,97,3835,53172536.85,3.6,6219794,1303
16000000,14839383,2002,1.85,112,12766,16000000,6.6,2017981,765
16000000,4734235,2000,1.85,112,1227,15000000,6,2002588,581
16000000,4217115,1999,2.35,95,2518,15000000,6.8,2005512,1802
16000000,8120148,2007,2.35,118,1889,16000000,7.2,1561949,1142
16000000,3442853,2014,2.35,122,2896,16000000,6.6,139311,35
16000000,7585011,2013,2.35,120,11019,16000000,6.6,44064,3
16000000,1686429,1997,1.85,97,3100,16000000,2.8,870068,1260
16000000,2814566,2005,1.66,135,2096,16000000,6.7,67712,10
16000000,1467278,2009,2.35,161,943,13000000,7.3,43651,3
16000000,31631,2008,2.35,92,11091,15000000,6.2,9508,2
15600000,13771817,2002,1.85,91,3104,15600000,4.5,5474270,1325
15500000,1693000,2002,1.66,115,699,53172536.85,6.6,211130,6
15500000,517262,2001,2.35,94,3583,53172536.85,6.5,268370,93
15500000,318623,2008,2.35,102,30978,15500000,6.8,37296,7
15300000,7000000,2001,2.35,94,303,15300000,6.6,17560,5
15000000,430821168,2010,1.85,118,15732,15000000,8,355450,4
15000000,356258047,1999,2.35,122,19078,15000000,8.4,861531,16
15000000,213514672,2000,2.35,120,129,15000000,7.9,663205,16
15000000,173046663,1996,2.35,103,1212,15000000,7.2,6354586,1413
15000000,227773686,2014,2.35,114,20295,14000000,8.1,7932292,747
15000000,148095566,2013,1.85,100,1949,20000000,6.2,28123052,2647
15000000,76954311,2010,1.85,94,20154,15000000,6.2,22126166,3077
15000000,128885873,2006,1.85,94,486,9800000,7.3,122014,3
15000000,55934178,2007,1.85,113,6510,15000000,5.6,21353759,2011
15000000,128955898,2012,2.35,95,11946,17000000,6.4,20874072,2855
15000000,67215435,2006,2.35,87,2452,15000000,5,21607203,2999
15000000,52461017,2002,1.85,88,3707,15000000,5.4,11554015,2531
15000000,63706632,1997,1.85,120,40117,10000000,6.9,13510482,2233
15000000,55534455,2003,2.35,94,3423,17000000,5.3,17338755,2825
15000000,61788393,2015,2.35,98,4567,15000000,6.2,16293325,2902
15000000,57586606,2012,1.85,109,27788,7000000,7.7,13152683,2730
15000000,40283321,1998,1.85,104,12170,15000000,6.4,11633495,2365
15000000,62401343,2001,1.85,99,15369,16000000,5.7,12615116,2365
15000000,52501541,2014,2.35,115,4896,15000000,7.1,4113752,1061
15000000,122147772,2014,2.35,123,14100,15000000,7.7,208763,5
15000000,78054825,2011,2.35,100,34337,15000000,7.8,11340461,2886
15000000,35007180,2000,1.85,106,26652,15000000,5.6,11034885,2412
15000000,34499204,2003,2.35,86,4435,16000000,5.1,12618159,2503
15000000,40127259,2009,1.85,99,16461,15000000,4.8,14058106,2251
15000000,40862054,2000,1.85,120,22383,15000000,6.8,8292939,2437
15000000,33508485,2005,1.85,106,3462,14000000,6.4,13218723,3188
15000000,37659652,2002,2.35,94,5440,15000000,4.1,12292121,1954
15000000,30261293,2007,2.35,126,22745,15000000,7.6,9184022,1171
15000000,30138912,2014,1.85,115,525,15000000,6.7,8381509,2673
15000000,33118854,2004,1.85,89,2167,15000000,4.6,9350572,2503
15000000,29145924,1998,1.85,111,1450,15000000,6,9725855,1890
15000000,64232714,2007,1.85,100,11471,15000000,7,9807292,2303
15000000,31070412,1997,1.85,107,2044,15000000,7.4,6870397,1227
15000000,27709625,2000,1.85,124,5135,15000000,7.2,8139180,1237
15000000,47721314,2000,1.85,90,608,15000000,4,13223887,3317
15000000,43111725,1997,2.35,155,3677,15000000,7.9,4681934,907
15000000,27469621,2010,2.35,103,1002,15000000,6.7,7810481,2719
15000000,34820335,2014,2.35,108,3033,15000000,6.3,7660000,2776
15000000,38574362,2000,2.35,97,2682,14000000,4.1,8505513,2539
15000000,47011449,2012,2.35,140,34413,15000000,7.3,279457,4
15000000,21896367,2006,2.35,95,3845,15000000,6.2,7703551,2877
15000000,37466538,2007,2.35,89,2559,15000000,5.1,9686362,2
15000000,20609977,2016,2.35,100,2958,15000000,6.4,9453224,2658
15000000,20601987,2010,2.35,117,4204,15000000,6.3,30000,2
15000000,19344615,2002,2.35,90,2661,15000000,6.7,5268764,1185
15000000,17507368,1998,1.85,84,4660,15000000,5.5,7070714,1842
15000000,46189568,1998,1.85,117,47728,15000000,8.2,5533844,1207
15000000,36068890,2014,2.35,122,22574,15000000,6.8,2717000,361
15000000,49894223,2008,1.85,131,11114,15000000,7.6,145352,4
15000000,18260865,1999,2.35,109,1069,15000000,4.9,5959447,1751
15000000,22018988,2012,2.35,107,2377,15000000,5.4,7910980,1868
15000000,39238443,2012,2.35,97,14025,15000000,6.2,6812900,2424
15000000,14249005,2001,1.85,87,2689,15000000,4.5,7098459,2271
15000000,59168692,2011,2.35,107,17627,15000000,7,5079566,1721
15000000,18524496,2004,2.35,125,729,20000000,6.6,400001,16
15000000,18856151,2009,2.35,111,2633,15000000,6.9,4650812,1721
15000000,13248444,2008,1.85,85,568,15000000,5.7,4251320,1337
15000000,26170402,2007,1.78,85,646,53172536.85,8.4,964315,61
15000000,12801190,2000,2.35,101,2764,15000000,4.6,6223330,1543
15000000,12669914,2006,2.35,121,3633,15000000,6.2,5745780,973
15000000,12212417,2003,2.35,97,1172,15000000,6.7,4563588,1871
15000000,12419700,2001,2.35,92,15644,53172536.85,6.1,5016852,1806
15000000,11156471,1998,1.85,76,1139,15000000,2.8,2585292,540
15000000,10845127,2000,1.85,96,3142,15000000,5.1,4510705,1714
15000000,14811980,2004,2.35,103,4676,15000000,5.9,4022693,2521
15000000,12262065,2002,2.35,118,1873,15000000,6.6,3880688,2176
15000000,9307166,2013,2.35,95,3322,15000000,5.3,4611534,2041
15000000,19153568,2007,2.35,108,12178,16000000,6.7,3948863,1355
15000000,8735529,2000,1.85,94,13524,15000000,5.5,4104298,2272
15000000,14933713,2002,1.85,97,3161,20000000,4.9,3815075,1714
15000000,8378141,2002,2.35,97,16502,15000000,6.9,500447,38
15000000,8224998,2006,1.85,91,10732,15000000,5.6,3368197,3018
15000000,34533783,2008,2.35,107,173,15000000,8,457227,28
15000000,9300336,2012,1.85,106,14544,15000000,6.6,173915,25
15000000,11919578,2001,1.85,147,8484,15000000,8,960558,247
15000000,8767338,2008,1.85,102,33153,15000000,6.2,2636048,2784
15000000,6561243,2009,1.85,88,25637,15000000,5.3,2651996,1959
15000000,35106706,2009,1.85,92,2717,15000000,7.2,266162,9
15000000,5217498,2000,1.85,105,2312,15000000,4.6,1505551,1357
15000000,4956401,1999,1.85,120,51657,15000000,6.5,2056647,1200
15000000,16829464,2005,2.35,103,23932,15000000,7.6,180660,8
15000000,4023741,1999,1.85,92,3654,20000000,6.2,1807181,1611
15000000,6551310,2007,2.35,98,1675,53172536.85,5.5,2074300,1200
15000000,34247816,2010,1.85,98,19310,22000000,6.3,160103,6
15000000,11173718,2010,2.35,103,12867,15000000,7.2,111734,4
15000000,6379575,2008,2.35,111,1252,15000000,6.7,34615,2
15000000,1954202,1999,2.35,111,4834,15000000,6.3,1010596,1214
15000000,8200127,2007,1.85,111,6748,15000000,6.5,510958,274
15000000,1970268,1999,2.35,116,5426,53172536.85,7,43131,5
15000000,5953886,2003,1.85,99,48,53172536.85,8,19795,3
15000000,353743,2001,2.35,98,3578,15000000,6.9,30977,6
15000000,7885048,2010,2.35,97,15293,53172536.85,6.4,42826,12
15000000,7583050,2008,2.35,110,134,300000000,6.2,26564,10
15000000,1590246,2008,2.35,103,18639,15000000,6.1,34394,102
15000000,1148578,2011,2.35,90,32814,15000000,5.1,18015,11
15000000,22723,2001,2.35,105,1732,25000000,4.5,15026,17
15000000,22441,2007,1.85,93,1245,15000000,5.9,12377,2
14500000,117813057,2015,2.35,115,38963,14800000,5.7,11600000,3355
14200000,543306,2005,2.35,139,4211,14200000,7.4,15117,2
14000000,384519665,2008,2.35,120,820,15000000,8,360018,10
14000000,75525718,2007,2.35,109,3544,14000000,5.2,25876318,2051
14000000,102836002,2009,1.85,101,14159,15000000,5.5,21241456,2534
14000000,72571864,1998,2.35,99,3500,14000000,5.5,10515444,2257
14000000,30628981,1999,1.85,81,10792,14000000,5,8912743,1943
14000000,115592104,2011,2.35,105,12894,13000000,6.4,220409,4
14000000,25608779,2002,1.85,82,49,14000000,6.6,6201345,940
14000000,25873145,2002,2.35,95,1421,14000000,5.7,10007291,1505
14000000,21410546,2010,2.35,103,3299,14000000,4.9,7629862,1605
14000000,30443277,2005,2.35,91,1608,14000000,5,5783508,1680
14000000,15549702,2003,1.85,90,3007,14000000,4.6,4855798,2201
14000000,22815460,2009,2.35,108,41359,14000000,6.5,5948555,2159
14000000,15171475,1996,1.85,93,2777,8500000,5.7,5679046,2009
14000000,15064948,1998,1.85,96,6861,14000000,6,4704688,1797
